idAlbum,strAlbum,strArtist,intYearReleased,strStyle,strGenre,strLabel,strReleaseFormat,intSales,intLoved,intScore,intScoreVotes,strReview,strMood,strSpeed
2110667,The Marshall Mathers LP,Eminem,2000,Urban/R&B,Hip-Hop,,Album,20000000,1,8.2,6,,Angry,Medium
2110668,The Slim Shady LP,Eminem,1999,Urban/R&B,Hip-Hop,,Album,8000000,,9,3,,Angry,Medium
2126328,Curtain Call: The Hits,Eminem,2005,Urban/R&B,Hip-Hop,,Compilation,4000000,,9,1,,Angry,Medium
2110669,The Eminem Show,Eminem,2002,Urban/R&B,Hip-Hop,,Album,16560000,,8.5,4,,Angry,Medium
2110670,Relapse,Eminem,2009,Urban/R&B,Hip-Hop,,Album,5000000,1,7.5,4,"Since 2004's Encore it's been a difficult five years for Eminem. The rapper's painkiller addiction and reclusive behaviour which followed best friend Proof's murder threatened to end Marshall Mathers' career for good. Given this bleak period and Em's penchant for violent imagery and misanthropic themes, fans may imagine Relapse to be a tough listening experience.
On first song 3AM Dr Dre's slasher-movie score synths mirror Em's tale of murder and amnesia. Lyrically, it's brutally evocative with a Silence Of the Lambs reference and lines like, ''Wake up naked at McDonald's covered in blood again'' and, ''Put the key in my door/bodies laying all over the floor''.
On My Mom the MC who first complained about said parent on 1999 hit My Name Is correctly states ''I know you're tired about hearing about my Mom''. But he continues, ''What kind of Mom wants her son to grow up as an underf******achiever?'' If that profanity seems shoehorned in there's no shortage of it throughout Relapse. It's an angry work.
Insane suggests Mom may have turned a blind eye to abuse from a step-father with the pitch-black couplet: ''One night he walked in and said ''I want my **** sucked in the shed/ can't I play Teddy Ruxpin instead?''.
Medicine Ball sees Slim Shady mimic paralysed Superman actor Christopher Reeves to say ''Let's breakdance'' amid the sleekest production on the record.
Incongruous single We Made You is the album's only real commercial moment and a hilarious dissection of fame, all Bugsy Malone piano loops, references to Amy Winehouse's marital troubles and sung chorus.
Two rare frivolous tracks, Old Times' Sake and Must Be The Ganja, are serviceable smoking anthems, with the former seeing Dr Dre rap ''If at first you don't succeed, won't hurt to smoke some weed''.
This sixth album from Detroit's superstar is typically uncompromising and full of characteristically spiky humour. Relapse is as honest, funny, assured and well-produced as anyone would expect from Eminem and Dr Dre. The only real fault is evident when comparisons are made. It's a great album but on a musical and emotional level Kanye West's 808s & Heartbreak is undeniably fresher.",Angry,
2126329,Relapse: Refill,Eminem,2009,Urban/R&B,Hip-Hop,,Remix,0,,6,1,,Angry,Medium
2180405,Berzerk,Eminem,2013,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2183235,Survival,Eminem,2013,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2185313,The Monster,Eminem,2013,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2185314,Rap God,Eminem,2013,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2185502,The Marshall Mathers LP 2,Eminem,2013,Urban/R&B,Hip-Hop,,Album,0,,7.3,4,,Angry,Medium
2200135,Straight From the Lab,Eminem,2003,Urban/R&B,Hip-Hop,,EP,0,,,,,Angry,
2200136,Slim Shady EP,Eminem,1998,Urban/R&B,Hip-Hop,,EP,0,,,,,Angry,
2201580,Crack a Bottle,Eminem,2009,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2201593,Stan: A Tribute to Eminem,Eminem,2003,Urban/R&B,Hip-Hop,,Compilation,0,,,,,Angry,
2201594,The Singles Boxset,Eminem,2003,Urban/R&B,Hip-Hop,,Compilation,0,,,,,Angry,
2201595,Raw & Uncut,Eminem,2006,Urban/R&B,Hip-Hop,,Other,0,,,,,Angry,Medium
2201596,So You Wanna Freestyle?,Eminem,2008,Urban/R&B,Hip-Hop,,Other,0,,,,,Angry,Medium
2201597,Long Time No See,Eminem,2008,Urban/R&B,Hip-Hop,,Other,0,,,,,Angry,Medium
2201598,A Beautiful Mind,Eminem,2010,Urban/R&B,Hip-Hop,,Other,0,,,,,Angry,
2201599,Just Don't Give a Fuck,Eminem,1998,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2201600,My Name Is,Eminem,1999,Urban/R&B,Hip-Hop,,Single,0,,,,,Angry,
2111327,Meteora,Linkin Park,2003,Rock/Pop,Metal,,Album,11000000,,7.6,7,"Frustrated? Electronic gadgets don't work. When you hit them they still don't work. You get into stupid arguments with stupid people about stupid things.
That's where Linkin Park come in. The shout ""Stay away from me!"" on the first track on their new album. You know exactly how they feel. They are angry and insecure and clever and great.
Hybrid Theory was the best rock album of the past three years. It was also the best selling album in the world in 2001. A tightly controlled montage of hooks, riffs, dodgy rapping, roaring, sweet singing, noises and scratching, ruthlessly edited into classic songs. Sixteen year olds going through hormone hell loved it. So did their dads.
It's therefore no surprise that Meteora doesn't live up to its predecessor. The riffs, hooks and shouting are all present and correct. But the first four songs all sound the same and the guitars don't cut through as they should.
But then ""Easier To Run"" comes along. It's gorgeous: a wonderful sad power ballad, and will surely becomea huge hit single. After that every track gets better. ""Faint"", built around a driving string sample, is the first song to really break sweat and get your head shaking. ""Breaking The Habit"" is a paranoid version of Don Henley's ""The Boys Of Summer"": a very good thing. ""Nobody's Listening"" is strong, confident rap metal. ""Numb"" is bitter-sweet and beautiful and ends the album on a high. The best of these songs are powerful, emotional, disciplined and impressive.
I'm not supposed to like this album. I'm 43 not 16. But although it's patchy, there are still moments which move me to tears.
There are two possible explanations. Either I'm emotionally retarded. Or Linkin Park make great music.",Angry,Medium
2111328,A Thousand Suns,Linkin Park,2010,Rock/Pop,Metal,,Album,840000,,6.8,4,"It shouldn’t really be a surprise, but it’s still a shock to the system, exploding expectations like broken billiard balls. Minutes to Midnight, Linkin Park’s third album, made clear the California sextet’s move from nu-metal dynamics to something softer and more mainstream-friendly (not that they were struggling to shift records ”“ 2000 debut Hybrid Theory has sold over 24 million copies). But if that was the sound of a band embracing their classic rock side, A Thousand Suns is, at its zenith/nadir (delete according to taste), Celine Dion Goes Mall Rock.
This album’s closer, The Messenger, is the wettest song to ever fill the raspy throat of flaming-armed frontman Chester Bennington. It’s on a level with Avril Lavigne’s I’m With You, or Christina Aguilera’s Beautiful, only hollered hoarsely rather than pitched painfully high. Similarly wet about their edges are Iridescent ”“ an exercise in Gallaghers-level rhyming ”“ and Burning in the Skies.
However, it should be noted that Linkin Park were not intending to make an album when they set about recording these less-than-impressive efforts. They were playing with ideas, breaking down concepts that’d served them well previously, trying to find something fresh. They didn’t want whatever their next album was to be predictable, and while A Thousand Suns might have emerged by accident compared to previous LPs, it’s certainly a far from plays-to-perceived-type affair.
The aforementioned blips on this critic’s radar can’t obscure some perplexingly compelling material elsewhere. When They Come for Me lays its intent on the line with its first words: ""I am not a pattern to be followed"". The track’s jungle percussion and backing chants give it a tribal feel, and if the lead vocals ”“ rapped, badly ”“ were just a touch peppier there’s no doubt it’d be a magic moment of their catalogue to date. Blackout is a lot of fun, Bennington ranting potty-mouthed across an electro-tinged arrangement that isn’t so many stylistic miles away from the crunchy beats served up by Pendulum, albeit slowed and scratched into a dizzy spin. The Catalyst is the closest A Thousand Suns comes to the Linkin Park sound of old, and is among this collection’s most immediate offerings. It’s no surprise it’s been well received at radio, plucked from its parent LP as the first commercial single.
But the penultimate track here really shouldn’t be a sign of things to come, simply an echo of the past. If Linkin Park take the best moments of this haphazard set as jumping-off points for what happens next, they might just strike upon a new formula every bit as successful as the one that flogged their debut so brilliantly.",Angry,Medium
2111329,Minutes to Midnight,Linkin Park,2007,Rock/Pop,Metal,,Album,8000000,1,6.8,6,"I’m a big fan of Linkin Park’s mix of pop, rap and metal. But they are struggling to live up to the brilliance of their first album, the multi million selling Hybrid Theory. Minutes To Midnight their third album, took 14 months to write and record: an ominous sign. If the sleeve photo is any indication, half the band have grown beards while working on it.
The opening song “Given Up” is great: twisted, moshing, rousing punk with lots of f-words. But the rest of the album features too many bitter-sweet mood pieces like “Leave Out All The Rest” and “Shadow Of The Day”. These are impeccably crafted, but lack killer choruses, and stay rooted to the ground despite all their efforts to take wing. The current single “What I’ve Done” feels like a thin rewrite of “Numb”, the sound of a band alarmingly trapped in its’ own formula.
The best tracks come when Linkin Park take risks. “Bleed It Out” is exciting quick fire rap with lots of handclaps. And when they move beyond adolescent finger pointing and start to get really angry the results are really successful. “Hands Held High” is a moving anti-Iraq war rap set to an ironic backdrop of church organ and military snare drum. The churning rock riffs of “No More Sorrows” may not be particularly original but it attacks warmongers in a thoroughly entertaining and exciting way. The album closer “Little Things Give You Way” adds a bitter, clever lyric inspired by a visit to New Orleans after Hurricane Katrina, to a soaring and successful piece of stadium rock.
This is a patchy album. Linkin Park need to get some fire in their bellies if they are to keep up to their own high standards.",Angry,Medium
2111330,Living Things,Linkin Park,2012,Rock/Pop,Metal,,Album,0,1,6.7,6,"In 2010, without anyone really noticing, Linkin Park released one of the most innovative and astounding albums of the year. A Thousand Suns was not so much a collection of songs as a tapestry of sound that sometimes veered, sometimes glided, between the confrontational agit-pop of Public Enemy and sombre, expectations-eschewing acoustic selections.
On its sleeve notes, the group bent over backwards to explain that this was no ordinary body of work; and in doing so suggested that this was a band with no faith in the intelligence of those who paid money into their bank accounts. But even allowing for this slightly patronising stance, A Thousand Suns was a body of work startling enough that it gambled with the massive commercial success the group had achieved since their debut album, 2000’s Hybrid Theory.
Living Things is not an album of the same calibre as the one it succeeds. Whereas the promise of that album suggested that Linkin Park may have been on the way to becoming mainstream radio’s Radiohead, the feel of this follow-up gives the impression that quintet have pulled back from this brink.
While it’s impossible for an outside party to guess at a band’s motivation when recording new songs, to these ears Linkin Park are not trying as hard as they once did. That’s not to say that Living Things is a lazy album ”“ in fact, far from it. Songs such as the pimp-rolling Lies Greed Misery and the electronic monster-balladry of Powerless are pieces that showcase this band’s approach that tracks are not so much composed as they are constructed.
With this architecture in place, overseen by bandleader Mike Shinoda, Linkin Park will always be a compelling and watchable entity. But Living Things doesn’t deliver music as interesting or as arresting as what immediately preceded it. Which comes as both a surprise and, more importantly, a shame.",Angry,
2111331,Hybrid Theory,Linkin Park,2000,Rock/Pop,Metal,Warner Bros. Records,Album,24000000,2,8.2,5,"Hybrid Theory received generally positive reviews from critics. Stephanie Dickison of PopMatters commented that the band was a ""far more complex and talented group than the hard rock boy bands of late"", and claimed that ""they will continue to fascinate and challenge music's standard sounds.""

Q magazine gave Hybrid Theory four out of five stars.

Robert Christgau of The Village Voice wrote that “the men don't know what the angry boys understand”, and gave the album a ""two-star honorable mention rating"", citing ""Papercut"" and ""Points of Authority"" as highlights of the album.

Jenny Eliscu of Rolling Stone gave the album two and a half stars and commented that Hybrid Theory had ""as much potency as albums by Limp Bizkit or Korn"" and called it an album that ""reflects the frustration of life"".

AllMusic writer William Ruhlmann said that ""Linkin Park sounds like a Johnny-come-lately to an already overdone musical style"" and called ""One Step Closer"" ""a typical effort"", referring to the lyrics of the song's chorus.

Johan Wippsson from Melodic praised Don Gilmore's production and described the albums as ""destructive and angry but always with a well controlled melodic feeling all over.""

NME's Noel Gardner commented that ""otherwise damn fine soaring emo-crunchers like 'With You' and 'A Place for My Head' are pointlessly jazzed up with tokenistic scratching,"" giving the album a score of six out of ten.

Tyler Fisher at Sputnikmusic gave the album a 3.0/5, saying ""Hybrid Theory stands as a defining mainstream album at the turn of the century, and for good reason."", but calling the guitar riffs ""often bland and unoriginal"".

Mike Ross of Jam! declares the albums as a combination of the best of hip hop and heavy metal. He goes on to state ""...they can actually rap. They can actually crank out a ferocious, head-banging groove. They can write introspective lyrics with intelligence. It adds up to one of the finest new rap metal bands I've ever heard.""

",Angry,Medium
2126323,Reanimation,Linkin Park,2002,Rock/Pop,Metal,,Remix,0,1,7,3,,Angry,Medium
2145281,Road to Revolution: Live at Milton Keynes,Linkin Park,2008,Rock/Pop,Metal,,Live,0,,6,1,,Angry,
2145282,LPU9: Demos,Linkin Park,2009,Rock/Pop,Metal,,EP,0,,,,,Angry,
2149056,Live in Texas,Linkin Park,2003,Rock/Pop,Metal,,Live,0,,,,,Angry,
2159221,Songs From the Underground,Linkin Park,2009,Rock/Pop,Metal,,EP,0,,,,,Angry,
2168069,Hybrid Theory EP,Linkin Park,2000,Rock/Pop,Metal,,EP,0,,,,,Angry,
2186310,A Light That Never Comes,Linkin Park,2013,Rock/Pop,Metal,,Single,0,,,,,Angry,
2192344,Recharged,Linkin Park,2013,Rock/Pop,Metal,,Compilation,0,1,6,3,,Angry,Medium
2193165,Not Alone,Linkin Park,2011,Rock/Pop,Metal,,Single,0,,,,,Angry,
2193166,New Divide,Linkin Park,2009,Rock/Pop,Metal,,Single,0,,,,,Angry,
2210889,The Hunting Party,Linkin Park,2014,Rock/Pop,Metal,,Album,0,2,7.3,6,,Angry,Medium
2219385,Greatest Hits,Linkin Park,2012,Rock/Pop,Metal,,Compilation,0,,,,,Angry,Medium
2280121,One More Light,Linkin Park,2017,Rock/Pop,Alternative Rock,Warner Bros. Records,Album,0,1,5.8,4,,Angry,Medium
2289833,Greatest Hits,Linkin Park,2013,...,...,,Compilation,0,,,,,,
2289834,Greatest Hits,Linkin Park,2008,...,...,,Compilation,0,,,,,,
2110135,Black & Blue,Backstreet Boys,2000,Rock/Pop,Pop,,Album,24,,,,,Party,
2133280,Backstreet's Back,Backstreet Boys,1997,Rock/Pop,Pop,,Album,28000000,,10,1,,Party,
2110138,Backstreet Boys,Backstreet Boys,1996,Rock/Pop,Pop,,Album,0,,,,,Party,
2110140,This Is Us,Backstreet Boys,2009,Rock/Pop,Pop,,Album,0,,7.5,2,,Party,
2133279,Millennium,Backstreet Boys,1999,Rock/Pop,Pop,,Album,28000000,,8,1,,Party,Medium
2110142,Never Gone,Backstreet Boys,2005,Rock/Pop,Pop,,Album,2,,5,2,,Party,
2126363,Unbreakable,Backstreet Boys,2007,Rock/Pop,Pop,,Album,0,,7,2,"If there is one word to describe the Backstreet Boys (BSB) it is defiant. After a three years absence, in 2005 the multi-million selling boy band decided it was time to mount a new assault. The band’s distinctly ‘rockier’ approach marked by the introduction of live instruments was met with a barrage of vitriolic press. But two years later, Backstreet Boys really are back (albeit one member lighter – Kevin Richardson left the band on amicable terms in 2006). Unperturbed by previous criticism, they have just released their sixth album, Unbreakable.
The rocky ballads are still here but this time there is a depth of feeling that makes some of the songs a little more credible. The first single ""Inconsolable"" features the trademark emotional wrangling but thankfully resists boy band cliches like the diabolical key change. ""Helpless When She Smiles"" produced by John Shanks (Bon Jovi) is a more visionary offering with an intriguing piano melody that provides at least some edge.
""Everything But Mine"" strays from typical BSB territory with its electro inspired offbeat riff – an interesting counter to the sharp falsetto vocals. ""Panic"" is another slightly more adventurous outing; beginning with a (tame) dubby drum & bass rhythm, it has moments of more daring musicality.
But despite a degree of experimentation there is little here to make a lasting impression. Laboured and repetitive ballads prevail. ""Love Will Keep You Up All Night’ is a montage of almost every love-song ever written and with a chorus reminiscent of Aerosmith’s ""Don’t Want To Miss A Thing’, sounds dated and overly earnest.
Some may doubt BSB’s relevance in the notoriously fickle contemporary pop climate – and they have good reason to, for while this is a valiant effort at reinvention and an at times gutsier record, Backstreet Boys have become a pastiche of themselves – until they turn their back on ballads, this is unlikely to change.",Party,
2182714,The Hits: Chapter One,Backstreet Boys,2001,Rock/Pop,Pop,,Compilation,0,,,,,Party,
2223300,Backstreet Boys,Backstreet Boys,1996,Rock/Pop,Pop,,Album,0,,,,,Party,Medium
2223301,Promo CD,Backstreet Boys,1999,Rock/Pop,Pop,,Album,0,,,,,Party,
2226006,The Essential Backstreet Boys,Backstreet Boys,2013,Rock/Pop,Pop,,Compilation,0,,,,,Party,Medium
2248232,In a World Like This,Backstreet Boys,2013,Rock/Pop,Pop,,Album,0,,7.3,3,,Party,Medium
2109620,Love?,Jennifer Lopez,2011,Rock/Pop,Pop,,Album,1000000,,7.7,3,"More than many, more-fÃªted stars, Jennifer Lopez seems emblematic of 00s pop: slick, blinged-up, powerful and ambitious enough to overcome such peasantish problems as a lack of innate aptitude for the form. And, for a while, her attitude worked to superb effect: she's the quintessential ""more great songs than you initially assume"" artist, with Love Don't Cost a Thing, Whatever You Wanna Do, If You Had My Love and ”“ best of all ”“ the Murder remixes of Ain't It Funny and I'm Real all high-water marks. But even her most passionate defenders couldn't have expected her to be relevant in 2011, with her most recent material seeming to indicate a decline of interest on both the public's part and her own.
Yet this year has found Lopez reclaiming number one spots worldwide ”“ thanks in no small part to her latest iteration as all-caring, all-crying judge on American Idol. And so to the eventual emergence of Love?, an album that's undergone the tortuous gestation seemingly now de rigueur for any pop star beneath the BeyoncÃ© level. In that time, Lopez has clearly been taking copious notes on her rivals. From RedOne to The-Dream, she has hired across the spectrum of this era's pop producers du jour, and much of Love? finds her slipping discreetly into others' lanes: Good Hit mimics Ciara's kittenish sneer, Invading My Mind features the same combination of heavy, dubstep-influenced basslines and bubblegum-light melody as found on Britney Spears' latest album, and Hypnotico not only nods to Gagaist electro but is co-penned by the lady herself.
The same quality is both Lopez's strength and weakness. She possesses both a lightness of touch and the effortless confidence of one of nature's own divas, which means that whenever she hits the floor to essay up-tempo swagger tracks she convinces without being as overbearing as, say, Ke$ha. And of course the woman who gave us the supreme millennial house of Waiting for Tonight will know her way around On the Floor and Papi, both apparent distillations of the trashy Miami house aesthetic that dominates pop these days. But while Lopez has claimed that her new public image showcases the real her, she never could pull off the idea of being a real human being with actual emotions on record. Too much of Love? seeks to showcase her vulnerability and depth of feeling ”“ but while Lopez's insouciance can be affecting, the same isn't true when she tries her hand at the epic sweep of Until It Beats No More or One Love.",In Love,
2109621,J.Lo,Jennifer Lopez,2001,Rock/Pop,Pop,,Album,8000000,,9,2,,In Love,Medium
2109622,Brave,Jennifer Lopez,2007,Rock/Pop,Pop,,Album,650000,,6,2,,In Love,
2109623,Como ama una mujer,Jennifer Lopez,2007,Rock/Pop,Pop,,Album,800000,,6,2,,In Love,
2109624,On the 6,Jennifer Lopez,1999,Rock/Pop,Pop,,Album,0,,7,1,,In Love,Medium
2109625,This Is Me... Then,Jennifer Lopez,2002,Rock/Pop,Pop,,Album,6000000,,7.3,4,,In Love,Medium
2116685,Rebirth,Jennifer Lopez,2005,Rock/Pop,Pop,,Album,0,,6.3,3,"Odd voice,the Lopez squeak. It's sort of reedy and thin and breathless; she always sounds a bit too worried and self-conscious to really lose herself in the music. There are bits in every J-Lo song where her less-than-convinced tone of voice can actually transport the listener to the recording studio, and a vision of the confused expression on her face, trying to make what's on the lyric sheet work in her mouth.
Having said that, whoever decided that Jen should follow in Beyonce's massive funky footsteps with older-than-old-skool brass workouts like ""Get Right"" and ""Whatever You Wanna Do"" has earned their bling bonus for the financial year. And the sonic variety doesn't end there. ""I Got U"" is summery '70s soul, ""Cherry Pie"" is Prince meets NERD, and ""(Can't Believe) This Is Me"" could come straight out of a dramatic heartbreak moment in a Broadway musical (no, really!).
And ""Step Into My World"" deserves a special mention for being equal parts Timbaland log-drums, belly-dance poise and gasping harmonies that suit her voice down to the ground.
Nice work, Ma'am!",In Love,Medium
2120132,Dance Again... The Hits,Jennifer Lopez,2012,Rock/Pop,Pop,,Compilation,0,,9,1,"Like all good pop stars, Jennifer ""J.Lo"" Lopez has managed to ride the commercial zeitgeist with a certain amount of aplomb, drawing in whichever producer or rapper is hot at the time and bringing out something approaching their best work.
You want Irv Gotti-produced hip hop featuring Ja Rule? You've got it with I'm Real. You want horn-laced, Rich Harrison-produced RnB? There's some of that in the shape of Get Right. If your tastes are more dancefloor-based, ideally produced by RedOne and featuring Pitbull, then there's fare to suit your needs: namely Dance Again and On the Floor.
That a lot of her collaborators have fallen by the wayside is testament to J.Lo’s enduring appeal. Indeed, it's surprising that she hadn't unleashed a hits collection before now given that she's what you might politely call a ""singles artist"" ”“ none of her seven studio albums have reached the number one spot in the UK.
Yet there a couple of glaring omissions. For one, there's no room for the Christina Milian-penned Play, which slinked its way into the top three in 2001; and whoever decided to leave off the ridiculously toe-tappable RedOne-produced Papi needs to have a long, hard look in the mirror. But it's hard to argue with most of what's on offer, Lopez slipping effortlessly into different guises with each song.
On the brilliantly disingenuous Jenny from the Block she half-raps about being “real” at a time when she was dating Hollywood superstar Ben Affleck, while Love Don't Cost a Thing’s empowerment message chimed perfectly with the Independent Woman mantra of Destiny's Child. There's a versatility to her voice that means she can employ cooing innocence on debut single If You Had My Love and supernatural levels of sultriness on I'm Into You.
J.Lo's has had her fair share of missteps, but the success of 2011's On the Floor (her first US top 10 in nine years) proves she's not given up just yet. A cipher for good songs rather than the reasons those songs are good she may be, but there are few that do it better.",In Love,Medium
2183137,Live It Up,Jennifer Lopez,2013,Rock/Pop,Pop,,Single,0,,,,,In Love,
2211681,Same Girl,Jennifer Lopez,2014,Rock/Pop,Pop,,Single,0,,,,,In Love,
2211744,A.K.A.,Jennifer Lopez,2014,Rock/Pop,Pop,,Album,0,,5.7,3,,In Love,Medium
2219417,J to tha L-O! (The Remixes),Jennifer Lopez,2002,Rock/Pop,Pop,,Compilation,0,,,,,In Love,Medium
2219418,J to tha L-O! (The Remixes),Jennifer Lopez,2002,Rock/Pop,Pop,,Compilation,0,,,,,In Love,Medium
2241000,The Singles Collection,Jennifer Lopez,2007,Rock/Pop,Pop,,Compilation,0,,,,,In Love,Medium
2266292,Ain't Your Mama,Jennifer Lopez,2016,...,...,,Single,0,,,,,,
2288624,"Amor, amor, amor",Jennifer Lopez,2017,...,...,,Single,0,,,,,,
2295107,Ni tú ni yo,Jennifer Lopez,2017,...,...,,Single,0,,,,,,
2109680,The Beatles,The Beatles,1968,Rock/Pop,Rock & Roll,EMI,Album,30000000,,9.3,3,,Happy,
2109681,Help!,The Beatles,1965,Rock/Pop,Rock & Roll,EMI,Album,0,,8.5,2,,Happy,
2109688,Something New,The Beatles,1964,Rock/Pop,Rock & Roll,EMI,Album,0,,8,1,,Happy,
2109691,Revolver,The Beatles,1966,Rock/Pop,Rock & Roll,EMI,Album,0,,9.3,3,,Happy,
2109694,Abbey Road,The Beatles,1969,Rock/Pop,Rock & Roll,EMI,Album,14300000,,9.3,3,"At the fag end of the 60s, the Beatles produced Abbey Road, their last smoke and mirrors triumph, a musical truce that papered over cracks between the group which were, by now, unfathomably deep. It was to be a marvellous set-piece finale for the group that had defined the decade.
Although large sections of the material had been left over from as far back as their Indian sojourn in the spring of 1968, the overall sound and feel was that of a coherent and logical work, which played to every one of the foursome's considerable strengths.
John Lennon would frequently dismiss the album after its release, but Abbey Road contains three of his very finest works: Come Together, I Want You (She's So Heavy), and Because. George Harrison established himself as an individual talent of some note with the beautiful Something and the ever-lovely Here Comes the Sun, and even Ringo Starr continued to set fair his light entertainer course with Octopus's Garden.
However – the deplorable Maxwell's Silver Hammer aside – Abbey Road is primarily a triumph for Paul McCartney, preserving The Beatles' legacy on their less-than-fond farewell. Apart from being fairly low-key on the album's first side, his piecing together of their 'long medley' from leftovers and doodles on the reverse is possibly his greatest sustained achievement, culminating in every member of the group soloing on The End. Although this side is responsible for myriad crimes later committed in its name (think the worst of 10cc, ELO, Alan Parsons Project), it is a mature and intelligent coda to the single most important act British music produced.
The Beatles’ work was done. They'd come to symbolise the 60s, taken youth culture to the world, and ultimately collapsed under the responsibility, the weight they had to carry. Abbey Road is the soundtrack to it all.",Happy,Medium
2109696,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,1967,Rock/Pop,Rock & Roll,EMI,Album,32000000,,9.3,6,,Happy,Medium
2117303,Please Please Me,The Beatles,1963,Rock/Pop,Rock & Roll,EMI,Album,0,,6,3,,Happy,
2117304,With The Beatles,The Beatles,1963,Rock/Pop,Rock & Roll,EMI,Album,0,,7,2,,Happy,
2117305,Rubber Soul,The Beatles,1965,Rock/Pop,Rock & Roll,EMI,Album,0,,9.5,2,,Happy,
2118146,Yellow Submarine,The Beatles,1969,Rock/Pop,Rock & Roll,EMI,Album,0,,7,1,,Happy,
2118147,A Hard Day's Night,The Beatles,1964,Rock/Pop,Rock & Roll,EMI,Album,0,,8.5,2,,Happy,
2118148,Magical Mystery Tour,The Beatles,1967,Rock/Pop,Rock & Roll,EMI,Album,0,,9,1,"On the whole, Magical Mystery Tour is quietly one of the most rewarding listens in the Beatles' career. True, it doesn't represent some sort of forward momentum or clear new idea-- largely in part because it wasn't conceived as an album. The accompanying pieces on the EP are anomalies in the Beatles oeuvre but they aren't statements per se, or indications that the group is in any sort of transition. But if there was ever a moment in the Beatles' lifetime that listeners would have been happy to have the group just settle in and release songs as soon as possible, it was just before and after the then-interminable 10-month gap between the Revolver and Sgt. Pepper's. Without that context, the results could seem slight-- a sort-of canonized version of Past Masters perhaps-- but whether it's an album, a collection of separate pieces, or whatnot matters little when the music itself is so incredible.",Happy,
2118149,Let It Be,The Beatles,1970,Rock/Pop,Rock & Roll,EMI,Album,0,,8.5,2,,Happy,
2118150,"Past Masters, Volume One",The Beatles,1988,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,
2118151,"Past Masters, Volume Two",The Beatles,1988,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,
2141420,1,The Beatles,2000,Rock/Pop,Rock & Roll,EMI,Compilation,31000000,,8.3,3,,Happy,Medium
2146018,Yellow Submarine Songtrack,The Beatles,1999,Rock/Pop,Rock & Roll,EMI,Soundtrack,0,,,,,Happy,
2146428,Beatles for Sale,The Beatles,1964,Rock/Pop,Rock & Roll,EMI,Album,0,,7,1,,Happy,
2150534,Past Masters,The Beatles,2009,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,Fast
2173397,Anthology 1,The Beatles,1995,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,
2173398,Anthology 2,The Beatles,1996,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,
2173399,Anthology 3,The Beatles,1996,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,
2174452,Love,The Beatles,2006,Rock/Pop,Rock & Roll,EMI,Compilation,0,,,,,Happy,
2176155,Introducing… The Beatles,The Beatles,1964,Rock/Pop,Rock & Roll,EMI,Album,1300000,,8,1,,Happy,
2176157,Meet The Beatles!,The Beatles,1964,Rock/Pop,Rock & Roll,EMI,Album,0,,9,1,,Happy,
